specimen,plant_name,country,fst_political,snd_political,locality,habitat,elevation,latitude_decimal,longitude_decimal,collector,collector_number,collection_date,specimen_data,MO,NY,F,US,UC,RSA,GH,L,K,E,GOET,BR,LIL,CORD,CTES,SP,RB,REU,ANDES,SPF,CONC,SI,MOLF,LPB,USZ
FZ166,Escallonia resinosa (Ruiz & Pav.) Pers.,Perú,Cuzco,Cusco,"Tankarpata, río Cuchara","En relictos de bosque, muy intervenido con algunas casas cerca (nueva urbanización de la ciudad de Cusco).  Hay algunos individuos esporádicos de E.resinosa y de Polylepis sp. Suelo arcilloso.",3350,-13.5459722222222,-71.943,"F. Zapata, Y. Vizcardo, P. Puppo",166,13-Jun-07,Arbusto 2.5 m muy ramificado desde la base.,1,,,,,,,,,,,,,,,,,,,,,,,,
FZ167,Escallonia resinosa (Ruiz & Pav.) Pers.,Perú,Cuzco,Cusco,"Tankarpata, río Cuchara","En relictos de bosque, muy intervenido con algunas casas cerca (nueva urbanización de la ciudad de Cusco).  Creciendo a orillas del río Cuchara junto a diferentes plantas introducidas (ornamentales) y algunos individuos de Polylepis. Suelo arcilloso.",3317,-13.5426944444444,-71.9414722222222,"F. Zapata, Y. Vizcardo, P. Puppo",167,13-Jun-07,Arbusto 2.5 m; tallos jóvenes rojizos; flores blancas.,1,,,,,,,,,,,,,,,,,,,,,,,,
FZ173,Escallonia resinosa (Ruiz & Pav.) Pers.,Perú,Cuzco,Combapata,Salloca,"Borde de camino, cañón río Salco.  Creciendo con Barnadesia y Pasiflora (enredada en Escallonia).",3553,-14.0821388888889,-71.3688888888889,"F. Zapata, E. Suclli, P. Puppo",173,14-Jun-07,Arbusto 3 m; botones blancos; frutos verdes.,1,,,,,,,,,,,,,,,,,,,,,,,,
FZ174,Escallonia resinosa (Ruiz & Pav.) Pers.,Perú,Cuzco,Combapata,Salloca,"Borde de camino, cañón río Salco.  Creciendo con Barnadesia y Pasiflora (enredada en Escallonia).",3553,-14.0821388888889,-71.3688888888889,"F. Zapata, E. Suclli, P. Puppo",174,14-Jun-07,Arbusto 3 m; botones blancos; frutos verdes.,1,,,,,,,,,,,,,,,,,,,,,,,,
FZ175,Escallonia resinosa (Ruiz & Pav.) Pers.,Perú,Cuzco,Combapata,Salloca,"Borde de camino, cañón río Salco.  Creciendo con Barnadesia y Pasiflora (enredada en Escallonia).",3553,-14.0821388888889,-71.3688888888889,"F. Zapata, E. Suclli, P. Puppo",175,14-Jun-07,Arbusto 3 m; botones blancos; frutos verdes.,1,,,,,,,,,,,,,,,,,,,,,,,,
FZ180,Escallonia resinosa (Ruiz & Pav.) Pers.,Perú,Cuzco,Urubamba,"Rumbo a Málaga, sector Tastayoc","Bosque de Escallonia a lo largo del camino en una depresión húmeda de la cordillera, suelo rocoso húmedo.  Creciendo en simpatría absoluta con Escallonia myrtilloides (un individuo al lado del otro).  Jungia malveifolia es muy común.",3694,-13.1601388888889,-72.28025,"F. Zapata, E. Suclli, P. Puppo",180,15-Jun-07,"Arbol 3 m, muy ramificado; flor blanca, anteras rojizas.",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ182,Escallonia resinosa (Ruiz & Pav.) Pers.,Perú,Cuzco,Urubamba,"Rumbo a Málaga, sector Tastayo, Km 112","Bosque de Escallonia a lo largo del camino en una depresión húmeda de la cordillera, suelo rocoso húmedo.  Creciendo en simpatría absoluta con Escallonia myrtilloides (un individuo al lado del otro).  Diferentes géneros de Asteraceae y Solanaceae son muy comunes en la zona.",3566,-13.1772222222222,-72.2898888888889,"F. Zapata, E. Suclli, P. Puppo",182,15-Jun-07,"Arbol 4 m, robusto, tronco principal ca. 20 cm dap; flores escasas, blancas.",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ183,Escallonia resinosa (Ruiz & Pav.) Pers.,Perú,Cuzco,Urubamba,"Rumbo a Málaga, sector Tastayo, Km 112","Bosque de Escallonia a lo largo del camino en una depresión húmeda de la cordillera, suelo rocoso húmedo.  Creciendo en simpatría absoluta con Escallonia myrtilloides (un individuo al lado del otro).  Diferentes géneros de Asteraceae y Solanaceae son muy comunes en la zona.",3566,-13.1772222222222,-72.2898888888889,"F. Zapata, E. Suclli, P. Puppo",183,15-Jun-07,"Arbol 4 m, robusto; flores escasas, blancas.",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ185,Escallonia resinosa (Ruiz & Pav.) Pers.,Perú,Cuzco,Urubamba,Bajando hacia Ollantaytambo regresando de Málaga,Relictos de bosque.,3212,-13.1985,-72.2964444444444,"F. Zapata, E. Suclli, P. Puppo",185,15-Jun-07,"Arbol 3.5 m, muy ramificado y muy común a esta elevación, flores blancas; frutos verdes inmaduros.",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ191,Escallonia resinosa (Ruiz & Pav.) Pers.,Perú,Cuzco,Paucartambo,Carretera a Kosñipata,"Valle seco, costado derecho del camino. Creciendo con Fabaceae",2942,-13.2973333333333,-71.5969444444444,"F. Zapata, E. Suclli, P. Puppo, L. Valenzuela",191,19-Jun-07,"Arbol 3 m; flores blancas, anteras rojizas.",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ205,Escallonia resinosa (Ruiz & Pav.) Pers.,Perú,Cuzco,Paucartambo,Carretera a Kosñipata,Parte baja del boque niebla en los límites con los bosques más secos. Borde de camino.,3383,-13.2131111111111,-71.6327222222222,"F. Zapata, E. Suclli, P. Puppo, L. Valenzuela",205,19-Jun-07,Arbol 2.5 m.,1,,,,,,,,,,,,,,,,,,,,,,,,
FZ277,Escallonia resinosa (Ruiz & Pav.) Pers.,Bolivia,Cochabamba,Mizque,Cerca a Yacupartico,"Transición de bosque seco a bosque húmedo.  Creciendo con Tibouchina, Puya, Astreraceae",3352,-17.7920833333333,-65.4875833333333,"F. Zapata, F. Huanca",277,25-Jul-07,"Arbol 3 m, flores blancas.",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ278,Escallonia resinosa (Ruiz & Pav.) Pers.,Bolivia,Cochabamba,Mizque,Cerca a Yacupartico,"Transición de bosque seco a bosque húmedo.  Creciendo con Tibouchina, Puya, Astreraceae",3352,-17.7920833333333,-65.4875833333333,"F. Zapata, F. Huanca",278,25-Jul-07,"Arbol 4 m, flores blancas.",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ279,Escallonia resinosa (Ruiz & Pav.) Pers.,Bolivia,Cochabamba,Mizque,Cerca a Yacupartico,"Transición de bosque seco a bosque húmedo.  Creciendo con Tibouchina, Puya, Astreraceae",3352,-17.7920833333333,-65.4875833333333,"F. Zapata, F. Huanca",279,25-Jul-07,"Arbol 2.5 m, flores blancas.",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ282,Escallonia resinosa (Ruiz & Pav.) Pers.,Bolivia,Cochabamba,Mizque,Carretera a Mizque,"Borde de camino, zona intervenida con cultivos de Pino canadiense.",3150,-17.8133333333333,-65.4730555555556,"F. Zapata, F. Huanca",282,25-Jul-07,Arbol 2.5 m.,1,,,,,,,,,,,,,,,,,,,,,,,,
FZ287,Escallonia resinosa (Ruiz & Pav.) Pers.,Bolivia,Cochabamba,Mizque,Alrededores puente río Curi,"Bosque seco, suelo arenoso.  Crece en simpatría total con Escallonia schreiteri.",2800,-17.8402777777778,-65.45,"F. Zapata, F. Huanca",287,25-Jul-07,Arbol 4 m; flor blanca.  Unico individuo que encontre entoda la zona!,1,,,,,,,,,,,,,,,,,,,,,,,,
FZ303,Escallonia resinosa (Ruiz & Pav.) Pers.,Bolivia,Santa Cruz,Manuel Ma. Caballero,"Comarapa, subiendo de Comarapa a Siberia, ca. 30 km de Comarapa","Pastizal tipo puna con Asteraceae y Ericaceae, suelo arenoso.",2598,-17.8458333333333,-64.6266666666667,"F. Zapata, F. Huanca",303,28-Jul-07,Arbol 1.5 m.  Individuo solitario.,1,,,,,,,,,,,,,,,,,,,,,,,,
FZ309,Escallonia resinosa (Ruiz & Pav.) Pers.,Bolivia,Santa Cruz,Manuel Ma. Caballero,"Carretera Comarapa-Siberia, pasando el poblado de El Churo","Parte alta de bosque de niebla, en límites con puna.  Creciendo con Baccharis, Poaceae, Ericaceae.",3030,-17.8208055555556,-64.7679722222222,"F. Zapata, F. Huanca",309,28-Jul-07,Arbol 2 m; Frutos secos.,1,,,,,,,,,,,,,,,,,,,,,,,,
FZ310,Escallonia resinosa (Ruiz & Pav.) Pers.,Bolivia,Santa Cruz,Manuel Ma. Caballero,"Carretera Comarapa-Siberia, pasando el poblado de El Churo","Parte alta de bosque de niebla, en límites con puna.  Creciendo con Baccharis, Poaceae, Ericaceae.",3045,-17.8277777777778,-64.7836111111111,"F. Zapata, F. Huanca",310,28-Jul-07,"Arbol 3 m; botones y flores blancas, disco amarillo brillante.",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ315,Escallonia resinosa (Ruiz & Pav.) Pers.,Bolivia,Cochabamba,Carrasco,"Carretera Comarapa-Cochabamba, entre Llutupampa y Copachuncho","Parte alta de bosque de niebla, en límites con puna.  Creciendo con Polylepis, Asteraceae, Ericaceae.",3024,-17.7519722222222,-65.0242222222222,"F. Zapata, F. Huanca",315,28-Jul-07,Arbol 2 m; Frutos secos.,1,,,,,,,,,,,,,,,,,,,,,,,,
HS10647,Escallonia resinosa (Ruiz & Pav.) Pers.,Perú,Apurimac,Abancay,Upper rio Marino,Shrubwood,3000,-13.6,-72.85,"H.E. Stork, O.B. Horton, C. Vargas",10647,15-Feb-1939,"Shrub 2.3-4 m; calyx green, petals white. Very common. N.V. ""Chachacomo""",,,1,,1,,,,1,,,,,,,,,,,,,,,,
JS15148,Escallonia resinosa (Ruiz & Pav.) Pers.,Bolivia,La Paz,Sud Yungas,19.8 km E of pass between Mururata and Illimani,Grassland with clumps of shrubs.  Land heavily used for fields and grazing,3500,-16.5666666666667,-67.75,J.C. Solomon,15148,14-Mar-1986,"Tree 6 m, petals white",1,1,,,,,,,,,,,,,,,,,,,,,,,
JS15923,Escallonia resinosa (Ruiz & Pav.) Pers.,Bolivia,Cochabamba,Carrasco,8.7 Km E de Epizana por el camino entre Cochabamba y Santa Cruz.,Bosque bajo dominado por Polylepis y Escallonia,3200,-17.6666666666667,-65.15,"J.C. Solomon, R.M. King",15923,4-Feb-1987,"Arbol pequeño 3 m, pétalos blancos",1,1,,,,,,,,,,,,,,,,,,,,,,,
JW7805,Escallonia resinosa (Ruiz & Pav.) Pers.,Bolivia,Chuquisaca,,Between Cerro Obispo and Tipoyo,Beside a seasonal stream in a deep valley between sandstone mountains,2900,-19.1461111111111,-65.3269444444444,J.R.I. Wood,7805,31-Dec-1993,"Tree c. 4-6 m high of rounded shape. Petals white, flowers fragant. Style 1-stigma club-shaped",,,,,,,,,1,,,,,,,,,,,,,,,,
MC4122,Escallonia resinosa (Ruiz & Pav.) Pers.,Bolivia,Chuquisaca,Sucre,"Punilla, Guerraloma",Rocky slopes,3200,-18.9827777777778,-65.3666666666667,M. Cardenas,4122,1-Feb-1949,"Arbl 2-3 m, flowers white.",,,,1,,,,,,,,,,,,,,,,,,,,,
ML35050,Escallonia resinosa (Ruiz & Pav.) Pers.,Bolivia,La Paz,Inquisivi,"Río Calasaya, along the river on slopes ca. 1 km S of Tupayo and 4 km SW from Inquisivi",Shady ravine in semi-arid area,3000,-16.9166666666667,-67.1666666666667,M. Lewis,35050,13-Jan-1989,Shrub 3 m high along roadside (open shrubland) with white flowers,1,1,,,,,,,,,,,,,,,,,,,,,,,
ML37126,Escallonia resinosa (Ruiz & Pav.) Pers.,Bolivia,La Paz,Inquisivi,"Jucumarini Trail - Along the trail between Chichipata and Jucumarini, collections especially made in the area of Condor Conuña, a series of sandstone cliffs visible 2 km N of Quime.",Alnus-Hesperomeles woodlands of cliffs and steep slopes.,3350,-16.9666666666667,-67.2166666666667,M. Lewis,37126,23-Feb-1990,"Woody shrub about 2 m high in Baccharis opening of Alnus woodland. Petals white, abundant flowering.",1,1,1,,,,,,,,,,,,,,,,,,,,,,
MM2032,Escallonia resinosa (Ruiz & Pav.) Pers.,Bolivia,Cochabamba,Mizque,Proximidades a la comunidad Coto-Coto,"Pequeños parches de kewiña (Polylepis sp.) situados en quebrada, ladera de exposición NO, 15 inclinación. Suelo pedregoso",2250,-17.95,-65.3166666666667,M. Mercado,2032,19-Feb-1999,Arbusto 1..5 m altura,1,,,,,,,,,,,,,,,,,,,,,,,,
NA763,Escallonia resinosa (Ruiz & Pav.) Pers.,Bolivia,Cochabamba,Tirani,,Bosque caraterizado por Dodonea viscosa y Carica quercifolia,2860,-17.5761111111111,-66.2719444444444,"N. Altimirano, S. Boillat",763,25-Apr-2006,"Arbol 4 m, flores pétalos blancos.",1,,,,,,,,,,,,,,,,,,,,,,,,
NR751,Escallonia resinosa (Ruiz & Pav.) Pers.,Bolivia,Cochabamba,Quillacollo,Valley above the Taquiña Brewery; ca. 1.5 km above the brewery,Estepa espinosa montano bajo subtropical,3020,-17.3108333333333,-66.2986111111111,N. Ritter,751,7-Apr-1994,"Small tree; ca. 4 m tree tall.  Infrequetn at this elevation, but more common higher up.",1,,,,,,,,,,,,,,,,,,,,,,,,
AJ2794,Escallonia reticulata Sleumer,Bolivia,Santa Cruz,Manuel Maria Caballero,"Parque Nacional Amboro, 25 km al norte de San Juan del Potrero","Bosque nublado, estacionalmente subhumedo con Podocarpus rusbyi, Prumnopitys exigua, Myrcianthes sp., Blepharocalyx salicifolius, Crinodedron tucumanum, Dicksonia sellowii. Suelos humicos sobre arena",2400,-17.8560555555556,-64.3586666666667,"A. Jardim, Navarro, I. Vargas, Barra",2794,8-Apr-1996,Arbusto de 3 m. Infloresencias pasadas,,1,,,,,,,,,,,,,,,,,,,,,,,
AJ3357,Escallonia reticulata Sleumer,Bolivia,Santa Cruz,Manuel Maria Caballero,Cerca de Cerro Ponquillo,,2400,-17.8119444444444,-64.6272222222222,A. Jardim,3357,2-Apr-1996,,1,1,,,,,,,,,,,,,,,,,,,,,,,
AL360,Escallonia reticulata Sleumer,Bolivia,Chuquisaca,Luis Calvo,"Villa Vaca Guzman, Serrania del Incahuasi.  Abra del Incahuasi en el limite entre Chuquisaca y Santa Cruz","Bosque humedo caducifolio con elementos Tucumano-Boliviano, Cedrela liloi, Inga marginata en el estrato arboreo, varias especies de Solanaceae y Melastomataceae en el estrato arbustivo",1540,-19.8144444444444,-63.7194444444444,"A. Liully, R. Leon, A. Ortega, J. Vedia",360,17-Oct-2005,"Arbol de 3.5 m de altura, flores de color blanco dispuestas en panojas terminales",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ293,Escallonia reticulata Sleumer,Bolivia,Santa Cruz,Florida,"Samaipata, en camino hacia el Fuerte","Bosque relicto, suelo de arenisca roja.  Creciendo con Clusia, Dodonaea, Melastomataceae.",1707,-18.1749166666667,-63.8361666666667,"F. Zapata, F. Huanca",293,27-Jul-2007,"Arbol 4 m, muy ramificado, ramificaciones muy delgadas, madera jóven rojiza; frutos viejos.  Muy común solo en esta zona.",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ294,Escallonia reticulata Sleumer,Bolivia,Santa Cruz,Florida,"Samaipata, en camino hacia el Fuerte","Bosque relicto, suelo de arenisca roja.  Creciendo con Ficus, Verbenaceae, Solanaceae.",1701,-18.1761944444444,-63.8352777777778,"F. Zapata, F. Huanca",294,27-Jul-2007,"Arbol 4 m, muy ramificado, partes jóvenes rojizas; frutos viejos (estigma persistente, típico en Escallonia).",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ295,Escallonia reticulata Sleumer,Bolivia,Santa Cruz,Florida,"Samaipata, ca. 1 k antes de llegar al Fuerte","Bosque relicto, suelo de arenisca roja.  Paisaje intervenido a esta altura con cultivos de pino canadiense.",1885,-18.1757777777778,-63.8202222222222,"F. Zapata, F. Huanca",295,27-Jul-2007,"Arbol 5 m, muy ramificado, partes jóvenes y peciolos rojizos; botones florales muy jóvenes blancos con tintes rosados.",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ296,Escallonia reticulata Sleumer,Bolivia,Santa Cruz,Florida,"Samaipata, en camino hacia el Fuerte","Bosque relicto, suelo de arenisca roja.  Creciendo con Clusia, Dodonaea, Melastomataceae.",1868,-18.1764166666667,-63.8225277777778,"F. Zapata, F. Huanca",296,27-Jul-2007,"Arbol 4 m, partes jóvenes rojizas; botones verdes.  Muy común.",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ297,Escallonia reticulata Sleumer,Bolivia,Santa Cruz,Florida,"Samaipata, en camino hacia el Fuerte","Bosque relicto, suelo de arenisca roja.  Creciendo con Clusia, Dodonaea, Melastomataceae.",1701,-18.17875,-63.8305277777778,"F. Zapata, F. Huanca",297,27-Jul-2007,"Arbol 5 m, muy ramificado, partes jóvenes y peciolos rojizos.",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ298,Escallonia reticulata Sleumer,Bolivia,Santa Cruz,Florida,"Samaipata, alrededor de la ruinas","Bosque seco, en un cañón (parte más húmeda), suelo arenoso.",1941,-18.1784166666667,-63.8223055555556,"F. Zapata, F. Huanca",298,27-Jul-2007,"Arbol 2.5 m, muy ramificado, común en la parte más baja del bosque pero a esta altura es más esporádico (límite superior de la especie?).",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ299,Escallonia reticulata Sleumer,Bolivia,Santa Cruz,Florida,"Samaipata, subiendo al cerro Sillar","Bosque seco, común en el borde del bosque.  Bosque con Myrtaceae, Myrsinaceae, Clusiaceae.  En la parte más baja Dodonaea es dominante y Escallonia reticulata empieza a aparecer a los 1800 m.",1858,-18.1807777777778,-63.8424444444444,"F. Zapata, F. Huanca",299,27-Jul-2007,"Arbol 5 m, muy ramificado; flores blancas, disco amarillo.  Es el primer y único individuo en flor en esta época (invierno muy seco!).",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ300,Escallonia reticulata Sleumer,Bolivia,Santa Cruz,Florida,"Samaipata, subiendo al cerro Sillar","Bosque seco, común en el borde del bosque.  Bosque con Myrtaceae, Myrsinaceae, Clusiaceae.  En la parte más baja Dodonaea es dominante y Escallonia reticulata empieza a aparecer a los 1800 m.",1860,-18.1808333333333,-63.8424444444444,"F. Zapata, F. Huanca",300,27-Jul-2007,"Arbol 3.5 m, muy ramificado.",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ301,Escallonia reticulata Sleumer,Bolivia,Santa Cruz,Florida,"Samaipata, subiendo al cerro Sillar","Bosque seco, común en el borde del bosque.  Bosque con Myrtaceae, Myrsinaceae, Clusiaceae.  En la parte más baja Dodonaea es dominante y Escallonia reticulata empieza a aparecer a los 1800 m.",1862,-18.1806944444444,-63.8425,"F. Zapata, F. Huanca",301,27-Jul-2007,"Arbol 3 m, muy ramificado.",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ302,Escallonia reticulata Sleumer,Bolivia,Santa Cruz,Florida,"Samaipata, subiendo al cerro Sillar","Bosque seco, común en el borde del bosque.  Bosque con Myrtaceae, Myrsinaceae, Clusiaceae.  En la parte más baja Dodonaea es dominante y Escallonia reticulata empieza a aparecer a los 1800 m.",1877,-18.1808333333333,-63.8424444444444,"F. Zapata, F. Huanca",302,27-Jul-2007,"Arbol 4 m, muy ramificado.",1,,,,,,,,,,,,,,,,,,,,,,,,
GH2022,Escallonia reticulata Sleumer,Bolivia,Santa Cruz,Samaipata,Subida a Samaipata km 117,Bosque seco templado,1300,-18.1883333333333,-63.7333333333333,"G. Hartshorn, E. Meneces",2022,10-Oct-1977,"8 cm dap, 5-6 m altura, muy ramificado, petalos blancos",1,,,,,,,,,,,,,,,,,,,,,,,,
IV1724,Escallonia reticulata Sleumer,Bolivia,Santa Cruz,Vallegrande,"Huascañadas, 5 km al S de la ciudad de Vallegrande",Vegetacion arbustiva de afloramientos rocosos (lajial). Pajonales intervenidos por pastoreo de ganado vacuno,2050,-18.5166666666667,-64.0966666666667,"I. Vargas, J. Bettella, A. Bonazo",1724,20-Oct-1992,Arbusto de 5 m de altura. Talo 10 cm de diametro base.  Flores blancas fragantes,,1,,,,,,,,,,,,,,,,,,,,,,,
IV745,Escallonia reticulata Sleumer,Bolivia,Santa Cruz,Florida,"Cerro Heradura, 3 km NE de Bermejo, carretera antigua Santa Cruz-Cochabamba","Arbustos, terreno escarpado, pedregoso",1450,-18.1166666666667,-63.6166666666667,I. Vargas,745,25-Sep-1990,"Arbusto 3 m altura, 15 cm de diametro basal, tallo café aspero, flores blancas. N.V. Chacatia lomera",1,1,,,,,,,,,,,,,,,,,,,,,,,
JS8203,Escallonia reticulata Sleumer,Bolivia,Santa Cruz,Samaipata,Cerro de la Negra,,1500,-18.1669444444444,-63.6613888888889,J. Steinbach,8203,9-Oct-1928,,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,,
MS4032,Escallonia reticulata Sleumer,Bolivia,Santa Cruz,Florida,"Bermejo, 0.5 km N de Bermejo",,1300,-17.1166666666667,-63.6166666666667,"M. Saldias, Grupo de Dendrologia",4032,29-Sep-1995,"Arbolito de 4 m de altura y 12 cm dap.; corteza café, fisurada; flores crema aromaticas",,1,,,,,,,,,,,,,,,,,,,,,,,
MS4946,Escallonia reticulata Sleumer,Bolivia,Santa Cruz,Florida,"La Yunga, 7.5 km (linea recta) NE de Mairana","Valle humedo con afloramientos de roca madre, presencia de Condalia weberbaueri, Schinus myrtifolius, Lithraea ternifolia, Dodonea viscosa",1880,-18.0833333333333,-63.9166666666667,"M. Saldias, Grupo de Dendrologia",4946,14-Mar-1997,"Arbol 8 m altura, diametro basal 35-40 cm, fuste tortuoso, corteza fisurada con abundante epifita, hojas tiernas y ramitas rojizas.  Flores caliz verdoso y corola blanca",1,1,,,,,,,,,,,,,,,,,,,,,,,
RB19296,Escallonia reticulata Sleumer,Bolivia,Santa Cruz,Vallegrande,c. 50 km SE of Vallegrande on to road to Masacuri,Shrubby hillside between forest patches,2100,-18.75,-63.8333333333333,"R.K. Brummitt, J.R.I. Wood, D.C. Wasshausen",19296,25-May-1996,"Tree, 4 m, flowers white",,,,1,,,,,,,,,,,,,,,,,,,,,
SB9811,Escallonia reticulata Sleumer,Bolivia,Santa Cruz,Cordillera,"Camiri, 75 km hacia Monteagudo, abra de Incahuasi","Bosque montanoso, relativamente humedo",1600,-19.8113888888889,-63.7197222222222,"S.G. Beck, M. Liberman",9811,17-Oct-1983,"Arbusto 3 m, corola blanca",,,,,,,,1,,,,,,,,,,,,,,,,,
FV7657,Escallonia schreiteri Sleumer,Argentina,Salta,Rosario de Lerma,"Quebrada del Toro, km 31 ruta Nacional 51 entre Rio Blanco y El Alisal","Crece en el piso de aliso, alternando con pastos y arbustos",1750,-24.875,-65.6958333333333,F. Vervoorst,7657,20-Sep-1970,"Arbolito (hasta arbol de 6 m), de corteza rugosa, grisacea, hojas verde grisaceo, que exhalan un aroma particular sobre todo en el herbario.  Flor blanca, no muy abundante.",,1,,,,,,,,,,,,1,,,,,,,,,,,
FZ283,Escallonia schreiteri Sleumer,Bolivia,Cochabamba,Mizque,Bajando a Mizque luego de pasar un cultivo de pino candiense y cuando empeizan a aparecer de nuevo las plantas nativas. Cerca de una población grande de Podocarpus sp.,"Borde de quebrada, suelo rocoso.  Creciendo con Podocarpus sp., Dodonaea sp. (muy común).",2876,-17.8381388888889,-65.4490277777778,"F. Zapata, F. Huanca",283,25-Jul-2007,"Arbol 5 m, madera desprendible; botones blancos.",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ284,Escallonia schreiteri Sleumer,Bolivia,Cochabamba,Mizque,Bajando a Mizque luego de pasar un cultivo de pino candiense y cuando empeizan a aparecer de nuevo las plantas nativas. Cerca de una población grande de Podocarpus sp.,"Borde de quebrada, suelo rocoso.  Creciendo con Podocarpus sp., Dodonaea sp. (muy común).",2876,-17.8383333333333,-65.4490277777778,"F. Zapata, F. Huanca",284,25-Jul-2007,"Arbol 5 m, muy ramificado, madera desprendible; botones blancos.",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ285,Escallonia schreiteri Sleumer,Bolivia,Cochabamba,Mizque,Bajando a Mizque luego de pasar un cultivo de pino candiense y cuando empeizan a aparecer de nuevo las plantas nativas. Cerca de una población grande de Podocarpus sp.,"Borde de quebrada, suelo rocoso.  Creciendo con Podocarpus sp., Dodonaea sp. (muy común).",2876,-17.8381388888889,-65.4491666666667,"F. Zapata, F. Huanca",285,25-Jul-2007,"Arbol 5 m, muy ramificado, madera desprendible; botones blancos.",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ286,Escallonia schreiteri Sleumer,Bolivia,Cochabamba,Mizque,Alrededores puente río Curi,"Bosque seco, suelo arenoso.  Crece con Cortaderia, Rubus.",2757,-17.8402777777778,-65.45,"F. Zapata, F. Huanca",286,25-Jul-2007,"Arbol 5 m, muy común, madera rojiza; botones blancos.",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ288,Escallonia schreiteri Sleumer,Bolivia,Cochabamba,Mizque,Alrededores puente río Curi,"Bosque seco, suelo arenoso.  Crece en simpatría total con Escallonia resinosa y Escallonia millegrana.",2756,-17.8431666666667,-65.4608611111111,"F. Zapata, F. Huanca",288,25-Jul-2007,"Arbol 5 m, muy común, madera rojiza; botones blancos.",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ292,Escallonia schreiteri Sleumer,Bolivia,Cochabamba,Mizque,Carretera a Mizque,"Bosque seco, borde de Qubrada.  Creciendo con Jacaranda sp., Schinus sp.",2724,-17.8477777777778,-65.4536111111111,"F. Zapata, F. Huanca",292,25-Jul-2007,"Arbol 5 m; flores blancas, base de los pétalos rosado, anteras rojizas, disco amarillo brillante.",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ312,Escallonia schreiteri Sleumer,Bolivia,Cochabamba,Carrasco,"Carretera Comarapa-Cochabamba, ca. 4 km de la Habana hacia Llutupampa","En zonas húmedas de bosques relativamente secos, suelo arenoso.  Creciendo con Dodonaea, Bacchari.",2814,-17.7383888888889,-64.9574444444444,"F. Zapata, F. Huanca",312,28-Jul-2007,"Arbol 3 m, madera jóven rojiza; flores blancas, disco amarillo.",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ313,Escallonia schreiteri Sleumer,Bolivia,Cochabamba,Carrasco,"Carretera Comarapa-Cochabamba, ca. 4 km de la Habana hacia Llutupampa","En zonas húmedas de bosques relativamente secos, suelo arenoso.  Creciendo con Dodonaea, Bacchari.",2885,-17.7386111111111,-64.9575,"F. Zapata, F. Huanca",313,28-Jul-2007,"Arbol 3 m, madera jóven rojiza; flores blancas, disco amarillo.",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ314,Escallonia schreiteri Sleumer,Bolivia,Cochabamba,Carrasco,"Carretera Comarapa-Cochabamba, pasando Llutupampa ","En zonas húmedas de bosques relativamente secos, suelo arenoso.  Creciendo con Dodonaea, Bacchari.",2954,-17.7431944444444,-64.9734166666667,"F. Zapata, F. Huanca",314,28-Jul-2007,"Arbol 3 m, madera jóven rojiza; flores blancas, disco amarillo.",1,,,,,,,,,,,,,,,,,,,,,,,,
JS10947,Escallonia schreiteri Sleumer,Bolivia,Tarija,O'Connor,32.2 km E of Junacas (ca. 5.2 km above Narvaez) on road to Entre Rios,"Moist sub-tropical forest with man Myrtaceae, Podocarpus",1850,-21.4166666666667,-64.2833333333333,J.C. Solomon,10947,1-Oct-1983,"Shrub 2 m, petals white",1,1,,,,,,,,,,,,,,,,,,,,,,,
JS8624,Escallonia schreiteri Sleumer,Bolivia,Cochabamba,Totora,,,2800,-17.7263888888889,-65.1569444444444,J. Steinbach,8624,5-Nov-1928,,1,1,1,1,1,,1,,1,,1,,,,,,,,,,,,,,
